"","X.1","X","Data.As.Of","Start.Date","End.Date","Group","State","Sex","Age.Group","COVID.19.Deaths","COVID.19.Deaths_factor","Total.Deaths","Pneumonia.Deaths","Pneumonia.and.COVID.19.Deaths","Influenza.Deaths"
"2820",2820,5253,"11/24/2021","1/1/2020","12/31/2020","By Year","Minnesota","Female","85 years and over",1537,4,11433,915,386,20
"2824",2824,5277,"11/24/2021","1/1/2021","11/20/2021","By Year","Minnesota","Male","18-29 years",10,1,500,13,NA,0
"2826",2826,5279,"11/24/2021","1/1/2021","11/20/2021","By Year","Minnesota","Male","30-39 years",29,1,680,22,12,0
"2828",2828,5281,"11/24/2021","1/1/2021","11/20/2021","By Year","Minnesota","Male","40-49 years",74,1,952,54,31,0
"2830",2830,5283,"11/24/2021","1/1/2021","11/20/2021","By Year","Minnesota","Male","50-64 years",356,2,3779,282,156,NA
"2832",2832,5285,"11/24/2021","1/1/2021","11/20/2021","By Year","Minnesota","Male","65-74 years",443,2,4667,452,242,0
"2833",2833,5286,"11/24/2021","1/1/2021","11/20/2021","By Year","Minnesota","Male","75-84 years",538,3,5500,527,250,0
"2834",2834,5287,"11/24/2021","1/1/2021","11/20/2021","By Year","Minnesota","Male","85 years and over",485,2,5767,536,205,0
"2838",2838,5296,"11/24/2021","1/1/2021","11/20/2021","By Year","Minnesota","Female","30-39 years",17,1,329,10,NA,0
"2840",2840,5298,"11/24/2021","1/1/2021","11/20/2021","By Year","Minnesota","Female","40-49 years",38,1,483,36,16,0
"2842",2842,5300,"11/24/2021","1/1/2021","11/20/2021","By Year","Minnesota","Female","50-64 years",210,2,2295,187,101,0
"2844",2844,5302,"11/24/2021","1/1/2021","11/20/2021","By Year","Minnesota","Female","65-74 years",251,2,3355,265,113,0
"2845",2845,5303,"11/24/2021","1/1/2021","11/20/2021","By Year","Minnesota","Female","75-84 years",410,2,4916,376,162,NA
"2846",2846,5304,"11/24/2021","1/1/2021","11/20/2021","By Year","Minnesota","Female","85 years and over",582,3,8429,526,169,0
"2850",2850,5328,"11/24/2021","1/1/2020","12/31/2020","By Year","Mississippi","Male","18-29 years",11,1,426,14,NA,NA
"2852",2852,5330,"11/24/2021","1/1/2020","12/31/2020","By Year","Mississippi","Male","30-39 years",44,1,611,38,15,NA
"2854",2854,5332,"11/24/2021","1/1/2020","12/31/2020","By Year","Mississippi","Male","40-49 years",86,1,1104,93,43,NA
"2856",2856,5334,"11/24/2021","1/1/2020","12/31/2020","By Year","Mississippi","Male","50-64 years",472,2,4451,544,258,NA
"2858",2858,5336,"11/24/2021","1/1/2020","12/31/2020","By Year","Mississippi","Male","65-74 years",720,3,4974,734,404,11
"2859",2859,5337,"11/24/2021","1/1/2020","12/31/2020","By Year","Mississippi","Male","75-84 years",795,3,4765,782,453,11
"2860",2860,5338,"11/24/2021","1/1/2020","12/31/2020","By Year","Mississippi","Male","85 years and over",493,2,3299,490,245,NA
"2863",2863,5341,"11/24/2021","1/1/2020","12/31/2020","By Year","Mississippi","Female","0-17 years",0,1,168,NA,0,NA
"2866",2866,5345,"11/24/2021","1/1/2020","12/31/2020","By Year","Mississippi","Female","18-29 years",16,1,166,16,12,0
"2868",2868,5347,"11/24/2021","1/1/2020","12/31/2020","By Year","Mississippi","Female","30-39 years",38,1,341,33,20,NA
"2870",2870,5349,"11/24/2021","1/1/2020","12/31/2020","By Year","Mississippi","Female","40-49 years",96,1,756,86,42,NA
"2872",2872,5351,"11/24/2021","1/1/2020","12/31/2020","By Year","Mississippi","Female","50-64 years",428,2,2999,402,233,10
"2874",2874,5353,"11/24/2021","1/1/2020","12/31/2020","By Year","Mississippi","Female","65-74 years",525,3,3729,544,288,NA
"2875",2875,5354,"11/24/2021","1/1/2020","12/31/2020","By Year","Mississippi","Female","75-84 years",635,3,4695,617,336,NA
"2876",2876,5355,"11/24/2021","1/1/2020","12/31/2020","By Year","Mississippi","Female","85 years and over",733,3,5721,633,313,NA
"2881",2881,5379,"11/24/2021","1/1/2021","11/20/2021","By Year","Mississippi","Male","18-29 years",26,1,558,15,NA,0
"2883",2883,5381,"11/24/2021","1/1/2021","11/20/2021","By Year","Mississippi","Male","30-39 years",96,1,705,73,55,NA
"2885",2885,5383,"11/24/2021","1/1/2021","11/20/2021","By Year","Mississippi","Male","40-49 years",218,2,1089,153,125,NA
"2887",2887,5385,"11/24/2021","1/1/2021","11/20/2021","By Year","Mississippi","Male","50-64 years",793,3,4299,661,467,NA
"2889",2889,5387,"11/24/2021","1/1/2021","11/20/2021","By Year","Mississippi","Male","65-74 years",787,3,4616,726,455,NA
"2890",2890,5388,"11/24/2021","1/1/2021","11/20/2021","By Year","Mississippi","Male","75-84 years",646,3,4189,644,354,NA
"2891",2891,5389,"11/24/2021","1/1/2021","11/20/2021","By Year","Mississippi","Male","85 years and over",335,2,2587,369,179,NA
"2896",2896,5396,"11/24/2021","1/1/2021","11/20/2021","By Year","Mississippi","Female","18-29 years",26,1,235,20,13,0
"2898",2898,5398,"11/24/2021","1/1/2021","11/20/2021","By Year","Mississippi","Female","30-39 years",94,1,438,65,56,NA
"2900",2900,5400,"11/24/2021","1/1/2021","11/20/2021","By Year","Mississippi","Female","40-49 years",174,2,766,121,94,NA
"2902",2902,5402,"11/24/2021","1/1/2021","11/20/2021","By Year","Mississippi","Female","50-64 years",599,3,2876,528,364,NA
"2904",2904,5404,"11/24/2021","1/1/2021","11/20/2021","By Year","Mississippi","Female","65-74 years",619,3,3469,573,367,NA
"2905",2905,5405,"11/24/2021","1/1/2021","11/20/2021","By Year","Mississippi","Female","75-84 years",599,3,4021,540,317,NA
"2906",2906,5406,"11/24/2021","1/1/2021","11/20/2021","By Year","Mississippi","Female","85 years and over",500,2,4484,439,213,NA
"2910",2910,5430,"11/24/2021","1/1/2020","12/31/2020","By Year","Missouri","Male","18-29 years",10,1,1174,15,NA,NA
"2912",2912,5432,"11/24/2021","1/1/2020","12/31/2020","By Year","Missouri","Male","30-39 years",24,1,1361,27,NA,NA
"2914",2914,5434,"11/24/2021","1/1/2020","12/31/2020","By Year","Missouri","Male","40-49 years",87,1,1804,81,32,NA
"2916",2916,5436,"11/24/2021","1/1/2020","12/31/2020","By Year","Missouri","Male","50-64 years",575,3,7718,587,270,29
"2918",2918,5438,"11/24/2021","1/1/2020","12/31/2020","By Year","Missouri","Male","65-74 years",963,3,8881,864,446,21
"2919",2919,5439,"11/24/2021","1/1/2020","12/31/2020","By Year","Missouri","Male","75-84 years",1324,4,9875,1153,638,24
"2920",2920,5440,"11/24/2021","1/1/2020","12/31/2020","By Year","Missouri","Male","85 years and over",1204,4,8476,990,513,17
"2923",2923,5443,"11/24/2021","1/1/2020","12/31/2020","By Year","Missouri","Female","0-17 years",0,1,355,10,0,NA
"2926",2926,5447,"11/24/2021","1/1/2020","12/31/2020","By Year","Missouri","Female","18-29 years",10,1,470,NA,NA,NA
"2928",2928,5449,"11/24/2021","1/1/2020","12/31/2020","By Year","Missouri","Female","30-39 years",15,1,661,16,NA,NA
"2930",2930,5451,"11/24/2021","1/1/2020","12/31/2020","By Year","Missouri","Female","40-49 years",61,1,1039,65,24,NA
"2932",2932,5453,"11/24/2021","1/1/2020","12/31/2020","By Year","Missouri","Female","50-64 years",350,2,4935,359,166,17
"2934",2934,5455,"11/24/2021","1/1/2020","12/31/2020","By Year","Missouri","Female","65-74 years",704,3,6693,626,317,21
"2935",2935,5456,"11/24/2021","1/1/2020","12/31/2020","By Year","Missouri","Female","75-84 years",1000,3,8958,864,436,32
"2936",2936,5457,"11/24/2021","1/1/2020","12/31/2020","By Year","Missouri","Female","85 years and over",1730,4,13337,1136,559,24
"2939",2939,5481,"11/24/2021","1/1/2021","11/20/2021","By Year","Missouri","Male","18-29 years",34,1,915,25,16,0
"2941",2941,5483,"11/24/2021","1/1/2021","11/20/2021","By Year","Missouri","Male","30-39 years",87,1,1253,84,54,0
"2943",2943,5485,"11/24/2021","1/1/2021","11/20/2021","By Year","Missouri","Male","40-49 years",220,2,1754,159,117,0
"2945",2945,5487,"11/24/2021","1/1/2021","11/20/2021","By Year","Missouri","Male","50-64 years",1011,4,7087,802,571,NA
"2947",2947,5489,"11/24/2021","1/1/2021","11/20/2021","By Year","Missouri","Male","65-74 years",974,3,7896,899,559,NA
"2948",2948,5490,"11/24/2021","1/1/2021","11/20/2021","By Year","Missouri","Male","75-84 years",1013,4,7924,937,565,0
"2949",2949,5491,"11/24/2021","1/1/2021","11/20/2021","By Year","Missouri","Male","85 years and over",669,3,6543,627,318,NA
"2953",2953,5498,"11/24/2021","1/1/2021","11/20/2021","By Year","Missouri","Female","18-29 years",21,1,302,12,NA,0
"2955",2955,5500,"11/24/2021","1/1/2021","11/20/2021","By Year","Missouri","Female","30-39 years",58,1,580,49,28,0
"2957",2957,5502,"11/24/2021","1/1/2021","11/20/2021","By Year","Missouri","Female","40-49 years",165,2,1004,114,82,0
"2959",2959,5504,"11/24/2021","1/1/2021","11/20/2021","By Year","Missouri","Female","50-64 years",632,3,4537,539,360,NA
"2961",2961,5506,"11/24/2021","1/1/2021","11/20/2021","By Year","Missouri","Female","65-74 years",785,3,5873,713,449,0
"2962",2962,5507,"11/24/2021","1/1/2021","11/20/2021","By Year","Missouri","Female","75-84 years",800,3,7577,770,437,NA
"2963",2963,5508,"11/24/2021","1/1/2021","11/20/2021","By Year","Missouri","Female","85 years and over",862,3,10052,738,351,NA
"2966",2966,5528,"11/24/2021","1/1/2020","12/31/2020","By Year","Montana","Male","0-17 years",0,1,61,0,0,0
"2970",2970,5534,"11/24/2021","1/1/2020","12/31/2020","By Year","Montana","Male","30-39 years",11,1,191,12,NA,NA
"2972",2972,5536,"11/24/2021","1/1/2020","12/31/2020","By Year","Montana","Male","40-49 years",16,1,276,14,NA,NA
"2974",2974,5538,"11/24/2021","1/1/2020","12/31/2020","By Year","Montana","Male","50-64 years",101,2,1120,91,55,NA
"2976",2976,5540,"11/24/2021","1/1/2020","12/31/2020","By Year","Montana","Male","65-74 years",174,2,1501,159,89,NA
"2977",2977,5541,"11/24/2021","1/1/2020","12/31/2020","By Year","Montana","Male","75-84 years",221,2,1733,201,125,NA
"2978",2978,5542,"11/24/2021","1/1/2020","12/31/2020","By Year","Montana","Male","85 years and over",186,2,1568,168,77,NA
"2981",2981,5545,"11/24/2021","1/1/2020","12/31/2020","By Year","Montana","Female","0-17 years",0,1,60,NA,0,0
"2985",2985,5549,"11/24/2021","1/1/2020","12/31/2020","By Year","Montana","Female","18-29 years",0,1,56,NA,0,0
"2987",2987,5553,"11/24/2021","1/1/2020","12/31/2020","By Year","Montana","Female","40-49 years",14,1,133,10,NA,0
"2989",2989,5555,"11/24/2021","1/1/2020","12/31/2020","By Year","Montana","Female","50-64 years",66,1,686,50,35,NA
"2991",2991,5557,"11/24/2021","1/1/2020","12/31/2020","By Year","Montana","Female","65-74 years",98,1,965,107,60,NA
"2992",2992,5558,"11/24/2021","1/1/2020","12/31/2020","By Year","Montana","Female","75-84 years",148,2,1287,120,70,NA
"2993",2993,5559,"11/24/2021","1/1/2020","12/31/2020","By Year","Montana","Female","85 years and over",225,2,2104,139,67,NA
"2996",2996,5579,"11/24/2021","1/1/2021","11/20/2021","By Year","Montana","Male","0-17 years",0,1,66,0,0,0
"2999",2999,5585,"11/24/2021","1/1/2021","11/20/2021","By Year","Montana","Male","30-39 years",18,1,198,16,11,0
"3001",3001,5587,"11/24/2021","1/1/2021","11/20/2021","By Year","Montana","Male","40-49 years",34,1,283,26,17,0
"3003",3003,5589,"11/24/2021","1/1/2021","11/20/2021","By Year","Montana","Male","50-64 years",160,2,1059,143,101,0
"3005",3005,5591,"11/24/2021","1/1/2021","11/20/2021","By Year","Montana","Male","65-74 years",212,2,1307,179,132,0
"3006",3006,5592,"11/24/2021","1/1/2021","11/20/2021","By Year","Montana","Male","75-84 years",253,2,1576,221,147,0
"3007",3007,5593,"11/24/2021","1/1/2021","11/20/2021","By Year","Montana","Male","85 years and over",164,2,1267,124,71,0
"3013",3013,5604,"11/24/2021","1/1/2021","11/20/2021","By Year","Montana","Female","40-49 years",18,1,156,13,10,0
"3015",3015,5606,"11/24/2021","1/1/2021","11/20/2021","By Year","Montana","Female","50-64 years",111,2,645,104,76,0
"3017",3017,5608,"11/24/2021","1/1/2021","11/20/2021","By Year","Montana","Female","65-74 years",163,2,934,130,90,NA
"3018",3018,5609,"11/24/2021","1/1/2021","11/20/2021","By Year","Montana","Female","75-84 years",125,2,1165,109,70,0
"3019",3019,5610,"11/24/2021","1/1/2021","11/20/2021","By Year","Montana","Female","85 years and over",157,2,1675,113,68,0
"3024",3024,5636,"11/24/2021","1/1/2020","12/31/2020","By Year","Nebraska","Male","30-39 years",15,1,281,14,NA,NA
"3026",3026,5638,"11/24/2021","1/1/2020","12/31/2020","By Year","Nebraska","Male","40-49 years",22,1,365,14,NA,NA
"3028",3028,5640,"11/24/2021","1/1/2020","12/31/2020","By Year","Nebraska","Male","50-64 years",173,2,1727,166,75,NA
"3030",3030,5642,"11/24/2021","1/1/2020","12/31/2020","By Year","Nebraska","Male","65-74 years",292,2,2189,223,119,NA
"3031",3031,5643,"11/24/2021","1/1/2020","12/31/2020","By Year","Nebraska","Male","75-84 years",387,2,2536,308,186,NA
"3032",3032,5644,"11/24/2021","1/1/2020","12/31/2020","By Year","Nebraska","Male","85 years and over",380,2,2679,357,162,NA
"3035",3035,5647,"11/24/2021","1/1/2020","12/31/2020","By Year","Nebraska","Female","0-17 years",0,1,91,NA,0,NA
"3038",3038,5655,"11/24/2021","1/1/2020","12/31/2020","By Year","Nebraska","Female","40-49 years",14,1,218,17,NA,0
"3040",3040,5657,"11/24/2021","1/1/2020","12/31/2020","By Year","Nebraska","Female","50-64 years",96,1,1082,96,40,NA
"3042",3042,5659,"11/24/2021","1/1/2020","12/31/2020","By Year","Nebraska","Female","65-74 years",145,2,1560,141,58,NA
"3043",3043,5660,"11/24/2021","1/1/2020","12/31/2020","By Year","Nebraska","Female","75-84 years",247,2,2257,238,106,NA
"3044",3044,5661,"11/24/2021","1/1/2020","12/31/2020","By Year","Nebraska","Female","85 years and over",465,2,4122,363,140,12
"3047",3047,5681,"11/24/2021","1/1/2021","11/20/2021","By Year","Nebraska","Male","0-17 years",0,1,116,NA,0,0
"3050",3050,5685,"11/24/2021","1/1/2021","11/20/2021","By Year","Nebraska","Male","18-29 years",11,1,165,10,NA,0
"3052",3052,5687,"11/24/2021","1/1/2021","11/20/2021","By Year","Nebraska","Male","30-39 years",17,1,214,17,13,0
"3054",3054,5689,"11/24/2021","1/1/2021","11/20/2021","By Year","Nebraska","Male","40-49 years",34,1,342,29,21,0
"3056",3056,5691,"11/24/2021","1/1/2021","11/20/2021","By Year","Nebraska","Male","50-64 years",175,2,1491,162,101,0
"3058",3058,5693,"11/24/2021","1/1/2021","11/20/2021","By Year","Nebraska","Male","65-74 years",178,2,1830,193,83,NA
"3059",3059,5694,"11/24/2021","1/1/2021","11/20/2021","By Year","Nebraska","Male","75-84 years",213,2,2042,210,99,0
"3060",3060,5695,"11/24/2021","1/1/2021","11/20/2021","By Year","Nebraska","Male","85 years and over",180,2,2013,206,76,NA
"3063",3063,5704,"11/24/2021","1/1/2021","11/20/2021","By Year","Nebraska","Female","30-39 years",11,1,115,NA,NA,0
"3065",3065,5706,"11/24/2021","1/1/2021","11/20/2021","By Year","Nebraska","Female","40-49 years",23,1,203,20,11,0
"3067",3067,5708,"11/24/2021","1/1/2021","11/20/2021","By Year","Nebraska","Female","50-64 years",94,1,927,102,55,0
"3069",3069,5710,"11/24/2021","1/1/2021","11/20/2021","By Year","Nebraska","Female","65-74 years",110,2,1312,136,66,NA
"3070",3070,5711,"11/24/2021","1/1/2021","11/20/2021","By Year","Nebraska","Female","75-84 years",131,2,1720,162,62,0
"3071",3071,5712,"11/24/2021","1/1/2021","11/20/2021","By Year","Nebraska","Female","85 years and over",197,2,3039,216,69,0
"3076",3076,5738,"11/24/2021","1/1/2020","12/31/2020","By Year","Nevada","Male","30-39 years",39,1,602,46,30,NA
"3078",3078,5740,"11/24/2021","1/1/2020","12/31/2020","By Year","Nevada","Male","40-49 years",120,2,960,122,89,0
"3080",3080,5742,"11/24/2021","1/1/2020","12/31/2020","By Year","Nevada","Male","50-64 years",464,2,3627,554,360,11
"3082",3082,5744,"11/24/2021","1/1/2020","12/31/2020","By Year","Nevada","Male","65-74 years",598,3,4321,746,465,NA
"3083",3083,5745,"11/24/2021","1/1/2020","12/31/2020","By Year","Nevada","Male","75-84 years",638,3,4486,746,496,NA
"3084",3084,5746,"11/24/2021","1/1/2020","12/31/2020","By Year","Nevada","Male","85 years and over",352,2,3089,430,276,NA
"3088",3088,5753,"11/24/2021","1/1/2020","12/31/2020","By Year","Nevada","Female","18-29 years",10,1,182,NA,NA,0
"3091",3091,5757,"11/24/2021","1/1/2020","12/31/2020","By Year","Nevada","Female","40-49 years",49,1,522,59,34,NA
"3093",3093,5759,"11/24/2021","1/1/2020","12/31/2020","By Year","Nevada","Female","50-64 years",199,2,2094,290,150,NA
"3095",3095,5761,"11/24/2021","1/1/2020","12/31/2020","By Year","Nevada","Female","65-74 years",306,2,2907,429,247,NA
"3096",3096,5762,"11/24/2021","1/1/2020","12/31/2020","By Year","Nevada","Female","75-84 years",409,2,3660,513,314,NA
"3097",3097,5763,"11/24/2021","1/1/2020","12/31/2020","By Year","Nevada","Female","85 years and over",323,2,3898,378,235,NA
"3100",3100,5787,"11/24/2021","1/1/2021","11/20/2021","By Year","Nevada","Male","18-29 years",21,1,437,24,15,0
"3102",3102,5789,"11/24/2021","1/1/2021","11/20/2021","By Year","Nevada","Male","30-39 years",80,1,662,77,60,0
"3104",3104,5791,"11/24/2021","1/1/2021","11/20/2021","By Year","Nevada","Male","40-49 years",228,2,1002,200,180,0
"3106",3106,5793,"11/24/2021","1/1/2021","11/20/2021","By Year","Nevada","Male","50-64 years",727,3,3455,692,568,NA
"3108",3108,5795,"11/24/2021","1/1/2021","11/20/2021","By Year","Nevada","Male","65-74 years",810,3,4134,863,662,NA
"3109",3109,5796,"11/24/2021","1/1/2021","11/20/2021","By Year","Nevada","Male","75-84 years",706,3,4091,763,552,NA
"3110",3110,5797,"11/24/2021","1/1/2021","11/20/2021","By Year","Nevada","Male","85 years and over",363,2,2520,405,296,0
"3114",3114,5804,"11/24/2021","1/1/2021","11/20/2021","By Year","Nevada","Female","18-29 years",19,1,174,13,11,0
"3116",3116,5806,"11/24/2021","1/1/2021","11/20/2021","By Year","Nevada","Female","30-39 years",49,1,324,54,39,0
"3118",3118,5808,"11/24/2021","1/1/2021","11/20/2021","By Year","Nevada","Female","40-49 years",98,1,513,100,77,0
"3120",3120,5810,"11/24/2021","1/1/2021","11/20/2021","By Year","Nevada","Female","50-64 years",436,2,2070,454,357,0
"3122",3122,5812,"11/24/2021","1/1/2021","11/20/2021","By Year","Nevada","Female","65-74 years",470,2,2627,525,377,0
"3123",3123,5813,"11/24/2021","1/1/2021","11/20/2021","By Year","Nevada","Female","75-84 years",467,2,3319,514,364,NA
"3124",3124,5814,"11/24/2021","1/1/2021","11/20/2021","By Year","Nevada","Female","85 years and over",337,2,3215,341,242,0
"3127",3127,5834,"11/24/2021","1/1/2020","12/31/2020","By Year","New Hampshire","Male","0-17 years",0,1,55,NA,0,0
"3131",3131,5844,"11/24/2021","1/1/2020","12/31/2020","By Year","New Hampshire","Male","50-64 years",33,1,1174,58,NA,NA
"3133",3133,5846,"11/24/2021","1/1/2020","12/31/2020","By Year","New Hampshire","Male","65-74 years",75,1,1515,99,29,NA
"3134",3134,5847,"11/24/2021","1/1/2020","12/31/2020","By Year","New Hampshire","Male","75-84 years",138,2,1722,141,44,NA
"3135",3135,5848,"11/24/2021","1/1/2020","12/31/2020","By Year","New Hampshire","Male","85 years and over",162,2,1875,132,40,NA
"3138",3138,5851,"11/24/2021","1/1/2020","12/31/2020","By Year","New Hampshire","Female","0-17 years",0,1,31,0,0,NA
"3142",3142,5855,"11/24/2021","1/1/2020","12/31/2020","By Year","New Hampshire","Female","18-29 years",0,1,62,0,0,0
"3144",3144,5857,"11/24/2021","1/1/2020","12/31/2020","By Year","New Hampshire","Female","30-39 years",0,1,87,0,0,0
"3146",3146,5861,"11/24/2021","1/1/2020","12/31/2020","By Year","New Hampshire","Female","50-64 years",10,1,702,24,NA,NA
"3147",3147,5863,"11/24/2021","1/1/2020","12/31/2020","By Year","New Hampshire","Female","65-74 years",51,1,1050,77,19,NA
"3148",3148,5864,"11/24/2021","1/1/2020","12/31/2020","By Year","New Hampshire","Female","75-84 years",105,2,1597,107,22,NA
"3149",3149,5865,"11/24/2021","1/1/2020","12/31/2020","By Year","New Hampshire","Female","85 years and over",243,2,2865,164,42,NA
